num,freq,baud,location,time,demod,demodrate,inforate,isdiff,isDAOPU,isTDMA,codeType,frameLen,poly,transport
55,19155.99707,41.668,04N2K1,2016/1/4 6:55,8PSK,26451.512,0,N,N,unknow,unknow,NA,unknow,unknow
76,19626.47883,64.349,04B6K2,2016/1/9 20:36,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,unknow
114,12193.32715,29.102,04N2K1,2016/1/7 11:01,8PSK,91.339,0,N,N,unknow,unknow,NA,unknow,NA
193,19504.99414,20.021,04B6K2,2016/1/9 20:36,BPSK,282.614,141000,N,N,unknow,NSC,NA,V35,unknow
250,18976.91309,1350.599,04N2K1,2016/1/7 11:01,BPSK,1212.212,606000,N,N,unknow,NSC,NA,V35,unknow
295,19457.30273,29.029,04B6K2,2016/1/9 20:36,BPSK,13.391,6000,N,N,unknow,NSC,NA,V35,NA
426,11570.23523,2128.824,04B6K2,2016/1/10 23:09,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,unknow
457,20510.81686,299.915,04N2K1,2016/1/7 11:01,8PSK,100.18,0,N,N,unknow,unknow,NA,unknow,NA
495,19480.00195,22.583,04N2K1,2016/1/7 11:01,unknow,0,0,unknow,unknow,Y,unknow,NA,unknow,unknow
538,19456.89844,57.383,04N2K1,2016/1/7 11:01,unknow,0,0,unknow,unknow,Y,unknow,NA,unknow,NA
547,19534.77344,161.512,04N2K1,2016/1/7 4:02,BPSK,90.437,0,N,N,unknow,unknow,NA,unknow,NA
581,20560.10254,48.518,04B6K2,2016/1/9 20:36,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,NA
623,20595.09695,742.194,04N2K1,2016/1/1 21:48,8PSK,336.585,0,N,N,unknow,unknow,NA,unknow,unknow
624,20450.26074,429.789,04N2K1,2016/2/5 4:13,8PSK,391.208,0,N,N,unknow,unknow,NA,unknow,unknow
630,19439.00781,39.785,04N2K1,2016/1/1 0:52,QPSK,28.57,0,N,N,unknow,unknow,NA,unknow,unknow
633,12061.86499,981.023,04N2K1,2016/2/2 4:43,QPSK,1003.142,1472000,N,N,unknow,TPC,NA,"12,9,3,2,0",unknow
668,19540.24414,510.004,04B6K2,2016/1/9 20:36,BPSK,791.332,0,N,N,unknow,unknow,NA,unknow,unknow
681,19533.34097,109.146,04N2K1,2016/1/7 11:01,QPSK,135.655,0,N,N,unknow,unknow,NA,unknow,NA
790,20594.97656,1741.876,04B6K2,2016/1/9 20:36,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,unknow
806,19155.99609,37.773,04N2K1,2016/1/7 5:19,8PSK,26451.512,0,N,N,unknow,unknow,NA,unknow,unknow
824,11909.87866,174.905,04N2K1,2016/1/19 13:46,BPSK,178.653,0,N,N,unknow,unknow,NA,unknow,unknow
853,11716.99341,73.499,04N2K1,2016/1/14 4:00,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,NA
914,20526.20606,629.316,04N2K1,2016/2/5 11:42,8PSK,536.796,0,N,N,unknow,unknow,NA,unknow,NA
946,19490.50879,325.066,04B6K2,2016/1/9 20:36,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,unknow
953,11545.49086,347.369,04B6K2,2016/1/10 23:09,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,unknow
1107,11743.80347,2438.157,04N2K1,2016/1/7 11:01,QPSK,2586.254,4525000,N,N,unknow,TPC,NA,"12,9,3,2,0",unknow
1118,11761.72778,146.691,04N2K1,2016/1/7 11:01,QPSK,153.599,192000,Y,N,unknow,NSC,NA,IBS,unknow
1119,11761.93213,144.274,04N2K1,2016/1/7 11:01,QPSK,153.601,192000,Y,N,unknow,NSC,NA,IBS,unknow
1148,11582.36426,1695.618,04N2K1,2016/1/18 17:07,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,NA
1150,11712.22949,1252.808,04N2K1,2016/2/2 12:32,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,unknow
1171,11813.97437,5806.252,04N2K1,2016/1/7 10:42,8QAM,6143.955,0,unknow,unknow,unknow,LDPC,16416,unknow,unknow
1172,11822.15381,212.257,04N2K1,2016/1/7 11:01,QPSK,218.073,320000,N,N,unknow,TPC,NA,"12,9,3,2,0",unknow
1208,11965.87524,1524.927,04N2K1,2016/1/7 11:01,8PSK,1592.878,0,N,N,unknow,unknow,NA,unknow,unknow
1209,11967.39893,515.188,04N2K1,2016/1/7 11:01,8PSK,523.376,0,N,N,unknow,unknow,NA,unknow,unknow
1210,11970.78833,1479.619,04N2K1,2016/1/6 19:06,QPSK,1592.879,0,N,N,unknow,unknow,NA,unknow,unknow
1219,11999.68701,2778.68,04N2K1,2016/1/7 10:43,QPSK,3096.987,0,N,N,unknow,LDPC,16512,unknow,unknow
1224,12015.1958,1567.162,04N2K1,2016/1/7 7:54,QPSK,1592.877,0,N,N,unknow,unknow,NA,unknow,unknow
1225,12016.63892,700.304,04N2K1,2016/1/7 11:01,8PSK,715.723,0,N,N,unknow,unknow,NA,unknow,unknow
1269,11584.00366,143.826,04N2K1,2016/2/2 12:32,unknow,0,0,unknow,unknow,unknow,unknow,NA,unknow,NA
1282,19076.35156,844.144,04N2K1,2016/1/7 11:01,BPSK,955.991,0,N,N,unknow,unknow,NA,unknow,unknow
1288,11921.64845,169.888,04N2K1,2016/1/27 13:42,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,NA
1333,12061.88818,925.614,04N2K1,2016/2/2 12:32,QPSK,1003.136,1472000,N,N,unknow,TPC,NA,"12,9,3,2,0",unknow
1459,11822.4126,138.107,04N2K1,2016/1/7 11:01,8QAM,127.998,0,N,N,unknow,LDPC,16512,unknow,unknow
1499,11921.64845,169.888,04N2K1,2016/2/2 12:32,unknow,0,0,unknow,unknow,unknow,unknow,NA,unknow,NA
1620,11756.94312,285.334,04N2K1,2016/1/7 11:01,QPSK,307.196,384000,Y,N,unknow,NSC,NA,IBS,unknow
1753,12137.23486,784.203,04N2K1,2016/1/7 11:01,BPSK,799.609,0,N,N,unknow,unknow,NA,unknow,unknow
1754,12137.87793,139.728,04N2K1,2016/1/7 11:01,8PSK,144.72,0,N,N,unknow,unknow,NA,unknow,unknow
1758,20622.98731,820.612,04B6K2,2016/1/9 20:36,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,NA
1773,20721.0337,2616.66,04B6K2,2016/1/9 20:36,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,NA
1804,12124.2002,1178.331,04N2K1,2016/1/7 11:01,QPSK,1220.273,0,N,N,unknow,TPC,16320,unknow,unknow
1854,11970.76685,1535.33,04N2K1,2016/1/7 11:01,QPSK,1592.878,0,N,N,unknow,unknow,NA,unknow,unknow
1908,11743.8208,2345.319,04N2K1,2016/1/7 5:05,QPSK,2586.254,4525000,N,N,unknow,TPC,NA,"12,9,3,2,0",unknow
1911,11967.39209,498.291,04N2K1,2016/1/6 17:41,8PSK,523.375,0,N,N,unknow,unknow,NA,unknow,unknow
1974,12124.22266,1145.218,04N2K1,2016/1/5 13:38,QPSK,1220.295,0,N,N,unknow,TPC,16320,unknow,unknow
2147,11965.89087,1505.197,04N2K1,2016/1/1 12:00,8PSK,1592.878,0,N,N,unknow,unknow,NA,unknow,unknow
2312,11813.91748,5732.541,04N2K1,2016/1/7 11:01,8QAM,6143.955,0,unknow,unknow,unknow,LDPC,16416,unknow,unknow
2328,20698.73242,1027.719,04B6K2,2016/1/9 20:36,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,NA
2335,20556.24707,1670.561,04B6K2,2016/1/9 20:36,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,NA
2341,20724.04395,2809.07,04B6K2,2016/1/9 20:36,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,NA
2345,20647.50195,1190.262,04B6K2,2016/1/9 20:36,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,NA
2480,11761.93286,134.429,04N2K1,2016/1/6 20:28,QPSK,153.601,192000,Y,N,unknow,NSC,NA,IBS,unknow
2529,11756.94629,286.545,04N2K1,2016/1/7 6:28,QPSK,307.196,384000,Y,N,unknow,NSC,NA,IBS,unknow
2540,12026.75002,41.76,04N2K1,2016/1/7 11:01,unknow,0,0,unknow,unknow,Y,unknow,NA,unknow,unknow
2630,12124.23731,1082.853,04N2K1,2016/1/6 21:55,QPSK,1220.273,0,N,N,unknow,TPC,16320,unknow,unknow
2661,19668.79004,31388.713,04N2K1,2016/1/7 11:01,8PSK,13996.348,0,N,N,unknow,unknow,NA,unknow,NA
2667,11761.72607,145.961,04N2K1,2016/1/5 15:00,QPSK,153.599,192000,Y,N,unknow,NSC,NA,IBS,unknow
2684,11582.36426,1695.618,04N2K1,2016/2/2 12:32,unknow,0,0,unknow,unknow,Y,unknow,NA,unknow,NA
2715,20526.20606,629.316,04N2K1,2016/1/7 11:01,8PSK,498.262,0,N,N,unknow,unknow,NA,unknow,NA
2742,11716.99439,71.29,04N2K1,2016/2/2 12:32,unknow,0,0,unknow,unknow,Y,unknow,NA,unknow,NA
2810,11814.01807,5629.566,04N2K1,2016/1/6 21:53,8QAM,6143.955,0,unknow,unknow,unknow,LDPC,16416,unknow,unknow
2852,11996.88843,1434.586,04N2K1,2016/1/2 10:06,QPSK,1542.322,2313000,N,N,unknow,LDPC,NA,unknow,unknow
2957,11743.86646,2237.365,04N2K1,2016/1/5 3:45,QPSK,2586.254,4525000,N,N,unknow,TPC,NA,"12,9,3,2,0",unknow
2971,11724.48071,3958.689,04N2K1,2016/1/7 11:01,8PSK,5181.222,0,N,N,unknow,unknow,NA,unknow,unknow
2993,20669.29004,920.356,04B6K2,2016/1/9 20:36,16QAM,1000.007,0,N,N,unknow,unknow,NA,unknow,unknow
3056,20748.51856,529.905,04B6K2,2016/1/7 7:08,8PSK,525.203,0,N,N,unknow,unknow,NA,unknow,unknow
3144,11814.05054,5318.891,04N2K1,2016/1/2 7:21,8QAM,6143.955,0,unknow,unknow,unknow,LDPC,16416,unknow,unknow
3173,12137.22803,769.076,04N2K1,2016/1/3 8:22,BPSK,799.595,0,N,N,unknow,unknow,NA,unknow,unknow
3181,20670.32324,401.71,04B6K2,2016/1/9 20:36,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,unknow
3208,20672.20508,296.707,04B6K2,2016/1/9 20:36,QPSK,318.768,512000,Y,N,unknow,NSC,NA,V35,unknow
3323,19489.62012,254.457,04B6K2,2016/1/9 20:36,8PSK,368.57,0,N,N,unknow,unknow,NA,unknow,unknow
3394,11550.5945,252.65,04B6K2,2016/1/10 23:54,8PSK,324.971,0,N,N,unknow,unknow,NA,unknow,unknow
3420,19516.00391,250.632,04B6K2,2016/1/10 23:53,8PSK,175.093,0,N,N,unknow,unknow,NA,unknow,unknow
3472,19454.99805,15.281,04B6K2,2016/1/10 23:54,8PSK,18.769,0,N,N,unknow,unknow,NA,unknow,unknow
3480,18991.91699,931.263,04N2K1,2016/1/4 22:04,8PSK,1170.275,0,N,N,unknow,unknow,NA,unknow,unknow
3527,19124.1543,987.084,04N2K1,2016/1/7 11:01,8PSK,999.988,0,N,N,unknow,unknow,NA,unknow,unknow
3540,18972.31836,204.972,04N2K1,2016/1/7 11:01,unknow,0,0,unknow,unknow,Y,unknow,NA,unknow,unknow
3628,19504.99512,24.401,04B6K2,2016/1/2 7:22,8PSK,365.599,0,N,N,unknow,unknow,NA,unknow,unknow
3646,11721.69039,331.42,04N2K1,2016/1/7 11:01,unknow,0,0,unknow,unknow,Y,unknow,NA,unknow,unknow
3669,19619.75,55.274,04B6K2,2016/1/9 20:36,BPSK,63.094,0,N,N,unknow,unknow,NA,unknow,unknow
3734,19108.41895,156.21,04N2K1,2016/1/7 11:01,8PSK,153.996,0,N,N,unknow,unknow,NA,unknow,unknow
3744,12193.33154,36.249,04N2K1,2016/1/4 10:54,8PSK,91.339,0,N,N,unknow,unknow,NA,unknow,unknow
3779,11995.13257,175.375,04N2K1,2016/2/2 12:32,unknow,0,0,unknow,unknow,Y,unknow,NA,unknow,unknow
3829,18978.14356,455.171,04N2K1,2016/1/7 11:01,8PSK,474.146,0,N,N,unknow,unknow,NA,unknow,unknow
3842,18980.17481,1763.051,04N2K1,2016/1/7 11:01,8PSK,1904.762,0,N,N,unknow,unknow,NA,unknow,unknow
3864,19011.57422,1753.358,04N2K1,2016/1/7 11:01,8PSK,1904.762,0,N,N,unknow,unknow,NA,unknow,unknow
3865,19016.71777,1787.531,04N2K1,2016/1/7 11:01,8PSK,1904.762,0,N,N,unknow,TPC,16320,unknow,unknow
3891,19016.68359,1715.711,04N2K1,2016/1/7 5:08,8PSK,1904.762,0,N,N,unknow,TPC,16320,unknow,unknow
3947,19075.14844,967.287,04N2K1,2016/1/7 11:01,8PSK,934.043,0,N,N,unknow,unknow,NA,unknow,unknow
3957,18983.64746,545.253,04N2K1,2016/1/7 11:01,8PSK,585.147,0,N,N,unknow,unknow,NA,unknow,unknow
3978,12082.82178,113.797,04N2K1,2016/1/7 11:01,QPSK,19.629,0,N,N,unknow,unknow,NA,unknow,unknow
3983,18991.86231,966.684,04N2K1,2016/1/7 11:01,8PSK,1170.275,0,N,N,unknow,unknow,NA,unknow,unknow
3989,12080.50122,4430.078,04N2K1,2016/1/7 11:01,8PSK,5901.833,0,N,N,unknow,unknow,NA,unknow,unknow
4023,20698.65946,163.245,04B6K2,2016/1/9 19:19,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,unknow
4130,11547.48823,342.624,04B6K2,2016/1/10 23:09,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,unknow
4131,11552.49377,304.66,04B6K2,2016/1/10 23:09,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,unknow
4164,19073.00391,375.812,04N2K1,2016/1/7 11:01,8PSK,390.096,0,N,N,unknow,unknow,NA,unknow,unknow
4189,19668.87012,31388.713,04N2K1,2016/1/7 11:01,8PSK,29999.58,0,N,N,unknow,unknow,NA,unknow,unknow
4202,12026.00171,61.829,04N2K1,2016/1/7 11:01,8PSK,73.851,0,N,N,unknow,unknow,NA,unknow,unknow
4223,19641.09666,92.631,04N2K1,2016/1/1 0:54,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,unknow
4226,19121.28516,904.981,04N2K1,2016/1/6 14:57,8PSK,999.99,0,N,N,unknow,unknow,NA,unknow,unknow
4247,19447.00293,14.563,04N2K1,2016/1/6 7:59,BPSK,11.305,5000,N,N,unknow,NSC,NA,V35,unknow
4277,19121.32617,951.109,04N2K1,2016/1/1 17:31,8PSK,999.99,0,N,N,unknow,unknow,NA,unknow,unknow
4292,19525.83008,156.404,04N2K1,2016/1/7 11:01,unknow,0,0,unknow,unknow,Y,unknow,NA,unknow,unknow
4432,19525.60449,274.41,04B6K2,2016/1/10 23:08,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,unknow
4434,19525.60254,255.57,04B6K2,2016/1/9 20:36,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,unknow
4476,20593.61914,552.489,04B6K2,2016/1/9 20:36,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,unknow
4497,19074.12793,191.611,04N2K1,2016/1/7 11:01,BPSK,198.001,0,N,N,unknow,unknow,NA,unknow,unknow
4516,20592.51758,1819.314,04B6K2,2016/1/9 20:36,unknow,0,0,unknow,unknow,unknow,unknow,NA,unknow,unknow
4528,19121.31641,935.081,04N2K1,2016/1/7 11:01,8PSK,999.99,0,N,N,unknow,unknow,NA,unknow,unknow
4581,19641.35102,94.53,04N2K1,2016/1/1 0:54,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,unknow
4705,20715.18759,28.473,04N2K1,2016/2/5 11:52,BPSK,37.034,0,N,N,unknow,unknow,NA,unknow,unknow
4730,19455.2793,67.658,04B6K2,2016/1/10 23:55,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,unknow
4745,19048.02344,980.482,04N2K1,2016/1/7 11:01,8PSK,1205.389,0,N,N,unknow,unknow,NA,unknow,unknow
4800,18980.13477,1703.581,04N2K1,2016/1/7 9:21,8PSK,1904.762,0,N,N,unknow,unknow,NA,unknow,unknow
4805,18978.15527,452.042,04N2K1,2016/1/4 2:33,8PSK,474.146,0,N,N,unknow,unknow,NA,unknow,unknow
4937,20523.40625,1277,04B6K2,2016/1/9 20:36,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,unknow
4968,18983.65137,587.236,04N2K1,2016/1/6 20:34,8PSK,585.147,0,N,N,unknow,unknow,NA,unknow,unknow
4981,20671.13281,613.96,04B6K2,2016/1/9 20:36,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,unknow
1,11741.18579,765.962,04N2K1,2016/2/1 22:28,BPSK,971.432,485000,N,N,unknow,TPC,NA,IBS,unknow
1,19547.62962,143.314,04N2K1,2016/1/7 11:01,unknow,145.807,0,N,N,unknow,unknow,NA,unknow,NA
2,11766.23511,134.229,04N2K1,2016/1/30 2:05,8PSK,144.721,0,N,N,unknow,unknow,NA,unknow,unknow
2,20609.37012,21.97,04B6K2,2016/1/9 19:19,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,NA
3,11735.71631,114.651,04N2K1,2016/1/4 22:15,8PSK,896.435,0,N,N,unknow,unknow,NA,unknow,unknow
3,19466.33008,50.424,04B6K2,2016/1/9 20:36,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,NA
4,20575.80566,259.333,04N2K1,2016/1/3 5:55,QPSK,268.797,384000,N,N,unknow,TPC,NA,"12,9,3,2,0",unknow
4,20608.21484,87.525,04B6K2,2016/1/8 16:12,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,NA
5,11955.12866,138.411,04N2K1,2016/1/8 18:16,8PSK,202.588,0,N,N,unknow,unknow,NA,unknow,NA
5,19514.00195,256.172,04B6K2,2016/1/9 20:36,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,unknow
6,11642.12817,214.145,04N2K1,2016/1/1 0:33,8PSK,185.62,0,N,N,unknow,unknow,NA,unknow,unknow
6,19452.12109,35.352,04B6K2,2016/1/8 13:08,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,NA
7,19463.08106,22.329,04B6K2,2016/1/9 20:36,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,NA
7,19495.69629,65.136,04B6K2,2016/1/4 11:51,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,unknow
8,20608.7959,79.882,04B6K2,2016/1/8 13:08,QPSK,537.595,768000,N,N,unknow,TPC,NA,"12,9,3,2,0",NA
8,20627.70703,56.007,04B6K2,2016/1/4 7:20,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,unknow
9,19463.73926,25.879,04B6K2,2016/1/7 10:59,QPSK,28.168,0,N,N,unknow,unknow,NA,unknow,unknow
9,20608.78711,59.111,04B6K2,2016/1/8 13:55,QPSK,537.595,768000,N,N,unknow,TPC,NA,"12,9,3,2,0",NA
10,19558.13379,158.971,04B6K2,2016/1/9 15:38,QPSK,159.999,240000,N,N,unknow,TPC,NA,G18,unknow
10,20604.04981,400.289,04B6K2,2016/1/9 20:29,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,NA
11,19559.45313,86.907,04B6K2,2016/1/9 5:28,QPSK,85.713,128000,N,N,unknow,TPC,NA,"11,9,0",unknow
11,20564.22363,373.091,04B6K2,2016/1/8 13:56,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,NA
12,11642.25981,455.566,04B6K2,2016/1/8 13:56,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,NA
12,19560.27344,141.854,04B6K2,2016/1/9 20:36,QPSK,144.642,217000,N,N,unknow,TPC,NA,"12,9,3,2,0",unknow
13,19563.28516,150.712,04B6K2,2016/1/9 19:33,QPSK,159.999,240000,N,N,unknow,TPC,NA,G18,unknow
13,20606.885,458.414,04B6K2,2016/1/8 13:56,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,NA
14,20548.40039,246.524,04B6K2,2016/1/9 20:36,QPSK,264.532,396000,N,N,unknow,TPC,NA,IBS,unknow
14,20631.41797,67.781,04N2K1,2016/1/7 11:01,8PSK,97.823,0,N,N,unknow,unknow,NA,unknow,NA
15,19631.11621,26341.693,04N2K1,2016/1/7 9:39,8PSK,29999.836,0,N,N,unknow,unknow,NA,unknow,NA
15,20597.43066,518.17,04B6K2,2016/1/9 20:36,QPSK,537.6,768000,N,N,unknow,TPC,1008,"12,9,3,2,0",PPP
16,19469.33203,58.357,04N2K1,2016/1/7 11:01,QPSK,33.914,0,N,N,unknow,unknow,NA,unknow,NA
16,20708.07227,2028.538,04B6K2,2016/1/8 21:31,QPSK,2499.713,NA,unknow,unknow,Y,unknow,NA,unknow,unknow
17,19464.87109,22.749,04B6K2,2016/1/4 1:09,8PSK,72.833,0,N,N,unknow,unknow,NA,unknow,unknow
17,19467.96875,43.141,04N2K1,2016/1/7 11:01,8PSK,45.219,0,N,N,unknow,unknow,NA,unknow,NA
18,19452.10645,46.382,04B6K2,2016/1/2 2:58,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,unknow
18,19464.3125,40.712,04N2K1,2016/1/7 11:01,8PSK,58.492,0,N,N,unknow,unknow,NA,unknow,NA
19,19462.74902,27.626,04N2K1,2016/1/7 11:01,8PSK,79.128,0,N,N,unknow,unknow,NA,unknow,NA
19,20608.05078,76.916,04B6K2,2016/1/3 21:18,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,unknow
20,19468.1416,57.477,04N2K1,2016/1/7 11:01,8PSK,91.459,0,N,N,unknow,unknow,NA,unknow,NA
20,19475.88281,22.825,04B6K2,2016/1/9 20:36,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,unknow
21,19466.29395,48.828,04B6K2,2016/1/9 20:36,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,unknow
21,19466.94336,34.04,04N2K1,2016/1/7 9:40,QPSK,33.914,0,N,N,unknow,unknow,NA,unknow,NA
22,19461.07422,90.288,04B6K2,2016/1/9 0:54,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,unknow
22,20608.98145,52.043,04N2K1,2016/2/5 12:02,unknow,0,0,unknow,unknow,unknow,unknow,NA,unknow,NA
23,11746.97998,700.56,04N2K1,2016/2/1 13:26,16QAM,767.987,0,N,N,unknow,unknow,NA,unknow,unknow
23,19467.52344,64.144,04N2K1,2016/1/7 11:01,8PSK,79.132,0,N,N,unknow,unknow,NA,unknow,NA
24,12060.77954,176.147,04N2K1,2016/1/17 12:55,8PSK,182.042,0,N,N,unknow,unknow,NA,unknow,unknow
24,19468.86719,43.261,04N2K1,2016/1/7 11:01,8PSK,33.914,0,N,N,unknow,unknow,NA,unknow,NA
25,12073.02588,503.717,04N2K1,2016/1/7 20:53,BPSK,523.375,0,N,N,unknow,unknow,NA,unknow,unknow
25,12171.41357,167.812,04N2K1,2016/1/29 12:32,QPSK,96.625,0,N,N,unknow,unknow,NA,unknow,NA
26,12170.51904,87.354,04N2K1,2016/1/26 23:55,QPSK,85.333,128000,N,N,unknow,TPC,NA,"12,9,3,2,0",unknow
26,19467.87891,43.743,04N2K1,2016/1/7 11:01,8PSK,56.523,0,N,N,unknow,unknow,NA,unknow,NA
27,19464.02344,84.736,04N2K1,2016/1/7 11:01,QPSK,45.219,0,N,N,unknow,unknow,NA,unknow,NA
27,19567.4834,18.148,04B6K2,2016/1/9 17:58,S&O,9.195,0,N,N,unknow,unknow,NA,unknow,unknow
28,19464.15918,68.489,04N2K1,2016/1/7 11:01,8PSK,45.218,0,N,N,unknow,unknow,NA,unknow,NA
28,19558.81641,85.324,04B6K2,2016/1/9 16:25,QPSK,85.714,128000,N,N,unknow,TPC,NA,"12,9,3,2,0",unknow
29,19466.34375,36.656,04N2K1,2016/1/7 9:40,QPSK,33.914,0,N,N,unknow,unknow,NA,unknow,NA
29,20517.71484,2205.001,04N2K1,2016/2/5 11:40,8PSK,2862.551,0,N,N,unknow,unknow,NA,unknow,unknow
30,19464.77051,36.564,04N2K1,2016/1/7 11:01,QPSK,33.914,0,N,N,unknow,unknow,NA,unknow,NA
30,19564.86523,85.509,04B6K2,2016/1/9 20:36,unknow,0,0,N,N,unknow,unknow,NA,unknow,unknow
31,19451.82715,19.455,04B6K2,2016/1/9 20:36,unknow,0,0,unknow,unknow,Y,unknow,NA,unknow,unknow
31,19464.46191,66.448,04N2K1,2016/1/7 11:01,unknow,0,0,unknow,unknow,unknow,unknow,NA,unknow,NA
32,19467.6709,43.658,04N2K1,2016/1/7 11:01,8PSK,33.914,0,N,N,unknow,unknow,NA,unknow,NA
32,20609.08301,25.904,04B6K2,2016/1/1 1:28,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,unknow
33,19463.77637,36.649,04N2K1,2016/1/7 11:01,QPSK,22.61,0,N,N,unknow,unknow,NA,unknow,NA
33,20609.16309,26.791,04B6K2,2016/1/1 1:28,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,unknow
34,19470.50781,54.45,04N2K1,2016/1/7 11:01,8PSK,90.437,0,N,N,unknow,unknow,NA,unknow,NA
34,20629.18555,108.655,04B6K2,2016/1/9 9:25,BPSK,104.726,52000,Y,N,unknow,NSC,NA,G18,unknow
35,19468.02441,62.951,04N2K1,2016/1/7 11:01,QPSK,90.437,0,N,N,unknow,unknow,NA,unknow,NA
35,20532.24512,146.598,04B6K2,2016/1/4 12:38,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,unknow
36,19099.26856,116.63,04N2K1,2016/1/1 10:52,QPSK,87.509,0,N,N,unknow,unknow,NA,unknow,unknow
36,19470.31836,37.584,04N2K1,2016/1/7 11:01,8PSK,22.609,0,N,N,unknow,unknow,NA,unknow,NA
37,19565.58301,156.15,04B6K2,2016/1/9 20:36,QPSK,160,240000,N,N,unknow,TPC,NA,"12,9,3,2,0",unknow
37,20569.80371,216.849,04N2K1,2016/1/7 9:41,unknow,0,0,unknow,unknow,unknow,unknow,NA,unknow,NA
38,19469.96191,77.167,04N2K1,2016/1/7 11:01,unknow,113.046,0,unknow,unknow,unknow,unknow,NA,unknow,NA
38,20549.99805,250.202,04B6K2,2016/1/9 17:12,QPSK,264.53,0,N,N,unknow,TPC,NA,IBS,unknow
39,19464.49805,32.711,04B6K2,2016/1/5 9:20,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,unknow
39,19549.35156,40.263,04N2K1,2016/1/7 11:01,QPSK,45.219,0,N,N,unknow,unknow,NA,unknow,NA
40,19466.27637,53.917,04N2K1,2016/1/7 11:01,8PSK,90.436,0,N,N,unknow,unknow,NA,unknow,NA
40,20615.05859,699.223,04B6K2,2016/1/9 0:06,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,unknow
41,11699.00903,25.746,04B6K2,2016/1/7 7:50,unknow,0,0,unknow,unknow,unknow,unknow,NA,unknow,unknow
41,19470.36328,45.086,04N2K1,2016/1/7 11:01,8PSK,56.523,0,N,N,unknow,unknow,NA,unknow,NA
42,19465.88281,45.63,04N2K1,2016/1/7 11:01,8PSK,33.914,0,N,N,unknow,unknow,NA,unknow,NA
42,20631,20.858,04B6K2,2016/1/5 6:58,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,unknow
43,19469.38965,32.512,04N2K1,2016/1/7 9:41,8PSK,22.609,0,N,N,unknow,unknow,NA,unknow,NA
43,19603.50684,20.748,04B6K2,2016/1/8 9:20,unknow,-1,NA,unknow,unknow,unknow,unknow,NA,unknow,unknow
