0.48242559,0.173700482,0.215956125,0.068903474,0.03113896,0.003296805,0.011903429,0.005137611,0.007537524
0.038900167,0.342163229,0.535450974,0.029851668,0.000626058,0.022288978,0.002351162,0.019371299,0.008996465
0.05498553,0.129246088,0.445013931,0.181924306,0.163844701,0.016326649,0.00588442,0.000549213,0.002225163
0.506965934,0.398917402,0.052477047,0.023845131,0.016999341,0.000793872,1.02148E-06,1.68845E-07,8.32961E-08
0.581242703,0.280493432,0.089526264,0.045091855,0.00191901,0.001133056,0.000341354,0.000228779,2.35478E-05
0.830838719,0.148430071,0.0027882,0.0021215,0.006961931,0.005003242,0.003259336,0.000525016,7.19847E-05
0.341911869,0.208295996,0.388020357,0.031335481,0.006655583,0.015802438,0.005917832,0.000272878,0.001787565
0.37624884,0.38571964,0.201708756,0.031647208,0.001200684,0.001365582,0.001566123,2.08918E-06,0.000541077
0.71100874,0.131271416,0.128407304,0.000524986,0.013462005,0.00648085,0.004019227,0.002616579,0.002208892
0.297775566,0.005864526,0.4946284,0.082039696,0.02908727,0.054360965,0.028553333,8.68935E-05,0.007603352
0.45054034,0.130000785,0.075875447,0.222378646,0.037507408,0.03527547,0.015629469,0.007773326,0.025019109
0.743980371,0.1951668,0.019968848,0.006616461,0.024764486,0.005639892,0.000932473,0.001705152,0.001225518
0.562288938,0.141904096,0.220881479,0.015966743,0.036344947,0.006222732,0.006157337,0.004226809,0.006006917
0.678475871,0.139442832,0.049457443,0.10610604,0.012670663,0.003122103,0.009217568,8.97756E-05,0.001417704
0.630130389,0.30005845,0.035024263,0.001710748,0.03138441,0.001491085,0.000192503,4.86244E-06,3.28956E-06
0.711121268,0.223746173,0.016435401,0.038227819,0.003571869,0.001963792,0.003206443,0.001720675,6.55909E-06
0.7109924,0.007700024,0.12230377,0.035460331,0.025015627,0.060852089,0.000274164,0.027031172,0.010370422
0.37302429,0.361228757,0.126677909,0.047861101,0.038278444,0.051655044,0.000265482,0.000801285,0.000207688
0.117722821,0.061181393,0.396175155,0.182471223,0.172038209,0.047901341,0.009045005,0.006546091,0.006918762
0.303911064,0.218026004,0.074842704,0.084979461,0.072932695,0.217176067,0.021393835,0.000246203,0.006491968
0.078953641,0.554100215,0.096932631,0.185043993,0.081972953,0.002983876,4.77682E-06,6.59934E-06,1.31415E-06
0.929842844,0.000660113,0.036209987,0.029146286,0.001165173,0.002263996,0.000466691,0.000199072,4.58374E-05
0.105086109,0.330590707,0.254380806,0.003786268,0.093905921,0.012199885,0.109673876,0.061870442,0.028505986
